CIEL ID,Concept UUID,English preferred name,Spanish preferred name,Spanish names,Has Spanish,Has exactly one preferred Spanish,All Spanish names have external_id
146860,146860AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bruns' syndrome,síndrome de Bruns,1,True,True,True
146859,146859AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bruxism (teeth grinding),bruxismo,1,True,True,True
146858,146858AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bubonic plague,peste bubónica,1,True,True,True
146857,146857AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bubonocele,bubonocele,1,True,True,True
146856,146856AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bucket handle tear of lateral meniscus of knee,desgarro en asa de balde del menisco externo de la rodilla,1,True,True,True
146855,146855AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Buckled innominate artery syndrome,síndrome del tronco braquiocefálico curvado,1,True,True,True
146854,146854AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Budd-Chiari syndrome,síndrome de Budd - Chiari,1,True,True,True
146853,146853AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Budgerigar-fanciers' disease,enfermedad de los criadores de periquito australiano,1,True,True,True
146852,146852AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Buffalo hump,cuello de bisonte,1,True,True,True
146851,146851AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bulbar haemorrhage,hemorragia bulbar,1,True,True,True
146850,146850AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bulbocavernosus reflex negative,reflejo bulbocavernoso negativo,1,True,True,True
146849,146849AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bulbospinal neuronopathy,neuropatía bulboespinal,1,True,True,True
146848,146848AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bulging,abultamiento,1,True,True,True
146847,146847AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bulimia nervosa,bulimia nerviosa,1,True,True,True
146846,146846AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Bulimia nervosa, nonpurging type","bulimia nerviosa, tipo no purgativo",1,True,True,True
146845,146845AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Bulimia nervosa, purging type","bulimia nerviosa, tipo purgativo",1,True,True,True
146844,146844AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bulky stool,heces voluminosas,1,True,True,True
146843,146843AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bulla of lung,bulla pulmonar,1,True,True,True
146842,146842AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bullae and sweat gland necrosis in drug-induced coma,ampollas Y necrosis de glándulas sudoríparas en el coma medicamentoso,1,True,True,True
146841,146841AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bullosis diabeticorum,ampollas diabéticas,1,True,True,True
146840,146840AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bullous cutaneous amyloidosis,amiloidosis cutánea ampollosa,1,True,True,True
146839,146839AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bullous cystitis,cistitis ampollosa,1,True,True,True
146837,146837AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bullous eruption of childhood,erupción ampollosa de la infancia,1,True,True,True
146836,146836AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bullous ichthyosiform erythroderma,eritrodermia ictiosiforme bullosa,1,True,True,True
146835,146835AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bullous keratopathy,queratopatía bullosa,1,True,True,True
146834,146834AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bullous lichen planus,liquen plano ampolloso,1,True,True,True
146833,146833AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bullous myringitis,miringitis bullosa,1,True,True,True
146832,146832AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bullous pemphigoid,penfigoide ampolloso,1,True,True,True
146831,146831AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bullous retinoschisis,retinosquisis bullosa - quistes retinianos,1,True,True,True
146830,146830AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bullous staphylococcal impetigo,impétigo bulloso estafilocócico,1,True,True,True
146829,146829AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bull's eye macular dystrophy,maculopatía en ojo de buey,1,True,True,True
146828,146828AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bunion,tumefacción de la primera articulación metatarsofalángica del dedo gordo,1,True,True,True
146827,146827AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bunyamwera virus disease,enfermedad por el virus Bunyamwera,1,True,True,True
146826,146826AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Buphthalmos,,0,False,False,True
146825,146825AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burkitt's lymphoma,linfoma de Burkitt,1,True,True,True
146824,146824AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burkitt's lymphoma of intra-abdominal lymph nodes,linfoma de Burkitt de ganglios linfáticos intrabdominales,1,True,True,True
146823,146823AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burkitt's lymphoma of intrapelvic lymph nodes,linfoma de Burkitt de ganglios linfáticos intrapélvicos,1,True,True,True
146822,146822AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burkitt's lymphoma of intrathoracic lymph nodes,linfoma de Burkitt de ganglios linfáticos intratorácicos,1,True,True,True
146821,146821AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burkitt's lymphoma of lymph nodes of axilla and upper limb,linfoma de Burkitt de ganglios linfáticos de axila y extremidad superior,1,True,True,True
146820,146820AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burkitt's lymphoma of lymph nodes of Head, face and neck","linfoma de Burkitt de ganglios linfáticos de cabeza, cara y cuello",1,True,True,True
146819,146819AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burkitt's lymphoma of lymph nodes of inguinal region and lower limb,linfoma de Burkitt de ganglios linfáticos de región inguinal y extremidad inferior,1,True,True,True
146818,146818AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burkitt's lymphoma of lymph nodes of multiple sites,linfoma de Burkitt de ganglios linfáticos de múltiples localizaciones,3,True,True,True
146817,146817AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burkitt's lymphoma of spleen,linfoma de Burkitt del bazo,1,True,True,True
146816,146816AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burkitt's tumor of extranodal and/or solid organ site,tumor de Burkitt de localización en órgano macizo Y/O extraganglionar,1,True,True,True
146815,146815AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burkitt's tumor of intra-abdominal lymph nodes,tumor de Burkitt de los ganglios linfáticos intrabdominales,1,True,True,True
146814,146814AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burkitt's tumor of intrapelvic lymph nodes,tumor de Burkitt de los ganglios linfáticos intrapélvicos,1,True,True,True
146813,146813AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burkitt's tumor of lymph nodes of axilla and/or upper limb,tumor de Burkitt de los ganglios linfáticos de axila y miembro superior,1,True,True,True
146811,146811AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burkitt's tumor of lymph nodes of inguinal region and/or lower limb,tumor de Burkitt de los ganglios linfáticos de la región inguinal Y/O miembro inferior,1,True,True,True
146810,146810AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burkitt's tumor of lymph nodes of multiple sites,tumor de Burkitt de ganglios linfáticos de localizaciones múltiples,1,True,True,True
146809,146809AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn,quemadura,1,True,True,True
146808,146808AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn any degree involving 20-29 percent of body surface,quemadura de cualquier grado que compromete entre el 20 y el 29 % de la superficie del cuerpo,1,True,True,True
146807,146807AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn any degree involving 30-39 percent of body surface,quemadura de cualquier grado que compromete entre el 30 y el 39 % de la superficie del cuerpo,1,True,True,True
146806,146806AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn any degree involving 40-49 percent of body surface,quemadura de cualquier grado que compromete entre el 40 y el 49 % de la superficie del cuerpo,1,True,True,True
146805,146805AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn any degree involving 50-59 percent of body surface,quemadura de cualquier grado que compromete entre el 50 y el 59 % de la superficie del cuerpo,1,True,True,True
146804,146804AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn any degree involving 60-69 percent of body surface,quemadura de cualquier grado que compromete entre el 60 y el 69 % de la superficie del cuerpo,1,True,True,True
146803,146803AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn any degree involving 70-79 percent of body surface,quemadura de cualquier grado que compromete entre el 70 y el 79 % de la superficie del cuerpo,1,True,True,True
146802,146802AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn any degree involving 80-89 percent of body surface,quemadura de cualquier grado que compromete entre el 80 y el 89 % de la superficie del cuerpo,1,True,True,True
146801,146801AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn any degree involving 90 percent or more of body surface,quemadura de cualquier grado que compromete el 90 % O más de la superficie del cuerpo,1,True,True,True
146800,146800AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn any degree involving less than 10 percent of body surface,quemadura de cualquier grado que compromete menos del 10 % de la superficie del cuerpo,1,True,True,True
1468,1468AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Chronic diarrhea,,0,False,False,True
146799,146799AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn confined to eye and adnexa,quemadura circunscripta al ojo y anexos oculares,1,True,True,True
146798,146798AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of abdominal wall,quemadura de primer grado de la pared abdominal,1,True,True,True
146797,146797AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of ankle,quemadura de primer grado del tobillo,1,True,True,True
146796,146796AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of axilla,quemadura de primer grado de la axila,1,True,True,True
146795,146795AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of back,quemadura de primer grado del dorso,1,True,True,True
146794,146794AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of back of hand,quemadura de primer grado del dorso de la mano,1,True,True,True
146793,146793AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of breast,quemadura de primer grado de la mama,1,True,True,True
146792,146792AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of chest wall,quemadura de primer grado de la pared del tórax,1,True,True,True
146791,146791AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of chin,quemadura de primer grado del mentón,1,True,True,True
146790,146790AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of ear,quemadura de primer grado del oído,1,True,True,True
146789,146789AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of elbow,quemadura de primer grado del codo,1,True,True,True
146788,146788AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of female genitalia,quemadura de primer grado de los órganos genitales femeninos,1,True,True,True
146787,146787AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of foot,quemadura de primer grado del pie,1,True,True,True
146786,146786AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of forearm,quemadura de primer grado del antebrazo,1,True,True,True
146785,146785AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of forehead and/or cheek,quemadura de primer grado de la frente Y/O la mejilla,1,True,True,True
146784,146784AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of hand,quemadura de primer grado de la mano,1,True,True,True
146783,146783AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of knee,quemadura de primer grado de la rodilla,1,True,True,True
146782,146782AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of lip,quemadura de primer grado del labio,1,True,True,True
146781,146781AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of lower leg,quemadura de primer grado de la pierna,1,True,True,True
146780,146780AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of lower limb,quemadura de primer grado de la extremidad inferior,1,True,True,True
146779,146779AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of male genitalia,quemadura de primer grado de los órganos genitales masculinos,1,True,True,True
146778,146778AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of multiple sites,quemaduras de primer grado de sitios múltiples,1,True,True,True
146777,146777AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of multiple sites of lower limb,quemadura de primer grado de múltiples localizaciones de la extremidad inferior,1,True,True,True
146776,146776AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of multiple sites of trunk,quemadura de primer grado de sitios múltiples del tronco,1,True,True,True
146775,146775AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of multiple sites of upper limb,quemadura de primer grado de sitios múltiples de la extremidad superior,1,True,True,True
146774,146774AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of multiple sites of wrist and/or hand,quemadura de primer grado de la muñeca Y/O la mano,1,True,True,True
146773,146773AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of neck,quemadura de primer grado del cuello,1,True,True,True
146772,146772AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of nose,quemadura de primer grado de la nariz,1,True,True,True
146771,146771AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of Palm,quemadura de primer grado de la palma de la mano,1,True,True,True
146770,146770AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of scalp,quemadura de primer grado del cuero cabelludo,1,True,True,True
146769,146769AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of scapular region,quemadura de primer grado de la región escapular,1,True,True,True
146768,146768AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of shoulder,eritema del hombro por quemadura,1,True,True,True
146767,146767AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn erythema of single finger, not thumb",quemadura de primer grado de un solo dedo de la mano (no el pulgar),1,True,True,True
146766,146766AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of thigh,quemadura de primer grado del muslo,1,True,True,True
146765,146765AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of thumb,quemadura de primer grado de dedo pulgar,1,True,True,True
146764,146764AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of toe,quemadura de primer grado de dedo del pie,1,True,True,True
146763,146763AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of two or more fingers including thumb,"eritema por quemadura de dos O más dedos de la mano, incluido el pulgar",1,True,True,True
146762,146762AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of two or more fingers not including thumb,"eritema por quemadura de dos O más dedos de la mano, sin compromiso del pulgar",1,True,True,True
146761,146761AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of upper arm,quemadura de primer grado del brazo,1,True,True,True
146760,146760AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of upper limb,quemadura de primer grado de la extremidad superior,1,True,True,True
146759,146759AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Burn erythema of wrist,quemadura de primer grado de la muñeca,1,True,True,True
146757,146757AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 20-29 percent of body surface, with 10-19 percent of body surface with full thickness burn","quemadura que compromete 20-29% de la superficie corporal, con quemadura de tercer grado que afecta 10-19% de la superficie corporal",1,True,True,True
146756,146756AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 20-29 percent of body surface, with 20-29 percent of body surface with full thickness burn","quemadura que compromete 20-29% de la superficie corporal, con quemadura de tercer grado que afecta 20-29% de la superficie corporal",1,True,True,True
146754,146754AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 30-39 percent of body surface, with 10-19 percent of body surface with full thickness burn","quemadura que compromete 30 - 39% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 10 - 19% de la superficie corporal",1,True,True,True
146753,146753AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 30-39 percent of body surface, with 20-29 percent of body surface with full thickness burn","quemadura que compromete 30 - 39% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 20 - 29% de la superficie corporal",1,True,True,True
146752,146752AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 30-39 percent of body surface, with 30-39 percent of body surface with full thickness burn","quemadura que compromete 30 - 39% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 30 - 39% de la superficie corporal",1,True,True,True
146750,146750AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 40-49 percent of body surface, with 10-19 percent of body surface with full thickness burn","quemadura que compromete 40 - 49% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 10 - 19% de la superficie corporal",1,True,True,True
146749,146749AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 40-49 percent of body surface, with 20-29 percent of body surface with full thickness burn","quemadura que compromete 40 - 49% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 20 - 29% de la superficie corporal",1,True,True,True
146748,146748AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 40-49 percent of body surface, with 30-39 percent of body surface with full thickness burn","quemadura que compromete 40 - 49% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 30 - 39% de la superficie corporal",1,True,True,True
146747,146747AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 40-49 percent of body surface, with 40-49 percent of body surface with full thickness burn","quemadura que compromete 40-49% de la superficie corporal, con quemadura de tercer grado que afecta 40-49% de la superficie corporal",1,True,True,True
146745,146745AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 50-59 percent of body surface, with 10-19 percent of body surface with full thickness burn","quemadura que compromete 50 - 59% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 10 - 19% de la superficie corporal",1,True,True,True
146744,146744AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 50-59 percent of body surface, with 20-29 percent of body surface with full thickness burn","quemadura que compromete 50 - 59% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 20 - 29% de la superficie corporal",1,True,True,True
146743,146743AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 50-59 percent of body surface, with 30-39 percent of body surface with full thickness burn","quemadura que compromete 50 - 59% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 30 - 39% de la superficie corporal",1,True,True,True
146742,146742AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 50-59 percent of body surface, with 40-49 percent of body surface with full thickness burn","quemadura que compromete 50 - 59% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 40 - 49% de la superficie corporal",1,True,True,True
146741,146741AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 50-59 percent of body surface, with 50-59 percent of body surface with full thickness burn","quemadura que compromete 50 - 59% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 50 - 59% de la superficie corporal",1,True,True,True
146739,146739AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 60-69 percent of body surface, with 10-19 percent of body surface with full thickness burn","quemadura que compromete 60 - 69% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 10 - 19% de la superficie corporal",1,True,True,True
146738,146738AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 60-69 percent of body surface, with 20-29 percent of body surface with full thickness burn","quemadura que compromete 60 - 69% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 20 - 29% de la superficie corporal",1,True,True,True
146737,146737AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 60-69 percent of body surface, with 30-39 percent of body surface with full thickness burn","quemadura que compromete 60 - 69% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 30 - 39% de la superficie corporal",1,True,True,True
146736,146736AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 60-69 percent of body surface, with 40-49 percent of body surface with full thickness burn","quemadura que compromete 60 - 69% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 40 - 49% de la superficie corporal",1,True,True,True
146735,146735AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 60-69 percent of body surface, with 50-59 percent of body surface with full thickness burn","quemadura que compromete 60 - 69% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 50 - 59% de la superficie corporal",1,True,True,True
146734,146734AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 60-69 percent of body surface, with 60-69 percent of body surface with full thickness burn","quemadura que compromete 60 - 69% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 60 - 69% de la superficie corporal",1,True,True,True
146732,146732AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 70-79 percent of body surface, with 10-19 percent of body surface with full thickness burn","quemadura que compromete 70 - 79% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 10 - 19% de la superficie corporal",1,True,True,True
146731,146731AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 70-79 percent of body surface, with 20-29 percent of body surface with full thickness burn","quemadura que compromete 70 - 79% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 20 - 29% de la superficie corporal",1,True,True,True
146730,146730AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 70-79 percent of body surface, with 30-39 percent of body surface with full thickness burn","quemadura que compromete 70 - 79% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 30 - 39% de la superficie corporal",1,True,True,True
146729,146729AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 70-79 percent of body surface, with 40-49 percent of body surface with full thickness burn","quemadura que compromete 70 - 79% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 40 - 49% de la superficie corporal",1,True,True,True
146728,146728AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 70-79 percent of body surface, with 50-59 percent of body surface with full thickness burn","quemadura que compromete 70 - 79% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 50 - 59% de la superficie corporal",1,True,True,True
146727,146727AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 70-79 percent of body surface, with 60-69 percent of body surface with full thickness burn","quemadura que compromete 70 - 79% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 60 - 69% de la superficie corporal",1,True,True,True
146726,146726AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 70-79 percent of body surface, with 70-79 percent of body surface with full thickness burn","quemadura que compromete 70 - 79% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 70 - 79% de la superficie corporal",1,True,True,True
146724,146724AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 80-89 percent of body surface, with 10-19 percent of body surface with full thickness burn","quemadura que compromete 80 - 89% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 10 - 19% de la superficie corporal",1,True,True,True
146723,146723AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 80-89 percent of body surface, with 20-29 percent of body surface with full thickness burn","quemadura que compromete 80 - 89% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 20 - 29% de la superficie corporal",1,True,True,True
146722,146722AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 80-89 percent of body surface, with 30-39 percent of body surface with full thickness burn","quemadura que compromete 80 - 89% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 30 - 39% de la superficie corporal",1,True,True,True
146721,146721AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 80-89 percent of body surface, with 40-49 percent of body surface with full thickness burn","quemadura que compromete 80 - 89% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 40 - 49% de la superficie corporal",1,True,True,True
146720,146720AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Burn involving 80-89 percent of body surface, with 50-59 percent of body surface with full thickness burn","quemadura que compromete 80 - 89% de la superficie corporal, con quemadura de tercer grado (simple) que afecta 50 - 59% de la superficie corporal",1,True,True,True
